ISTASYON_NO,AD,ADRES,operator,brand,LATITUDE,LONGITUDE,side
ŞRJ/9546,ŞARJON ŞİLE AĞVA ŞARJ İSTASYONU,Ağva Merkez Mahallesi Yakuplu Sokağı  No:53/1 Şile / İSTANBUL,ŞARJON YENİLENEBİLİR ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ TİCARET ANONİM ŞİRKETİ,ŞARJON,41.136398359212,29.8494866945473,Asia
ŞRJ/9325,GSM CHARGE HARMAN MOBİLYA ŞARJ İSTASYONU,Ahmet Yesevi Mahallesi Biberlik Sokağı  No:5 Sultanbeyli / İSTANBUL,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GSM CHARGE,40.9714093950215,29.2667201858969,Asia
ŞRJ/9599,Narlı Bahçe Evleri,Necip Fazıl Mahallesi Hamza Yerlikaya Sokağı  No:70-A Ümraniye / İSTANBUL,MINUS ENERGY ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,MINUS ENERGY,41.0262388237473,29.1703557706387,Asia
ŞRJ/9602,Akyaka Park AVM,Saray Mahallesi Dr. Adnan Büyükdeniz Caddesi  No:7 Ümraniye / İSTANBUL,MINUS ENERGY ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,MINUS ENERGY,41.0322257953825,29.1121145639141,Asia
ŞRJ/9604,San Kuaför Acıbadem,Acıbadem Mahallesi Acıbadem Sokağı  No:103 Kadıköy / İSTANBUL,MINUS ENERGY ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,MINUS ENERGY,41.0023747378408,29.0370397444197,Asia
ŞRJ/9666,Komşu Finans B Ortak Alan Otopark,Site Mahallesi Atay Sokağı  No:47B Ümraniye / İSTANBUL,PİRİM GIDA VE MEŞRUBAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,PİRİM GIDA VE MEŞRUBAT SAN. ve TİC. LTD. ŞTİ.,41.0113680868777,29.1203176967455,Asia
ŞRJ/9664,Dilsizler Otoparkı,Sanayi Mahallesi Şehit Cevdet Çelenk Sokağı  No:3/1 Pendik / İSTANBUL,FOKS ENERJİ ANONİM ŞİRKETİ,Cavalier,40.9055214997086,29.3042582200737,Asia
ŞRJ/9302,Charge Teknoloji,Gülsuyu Mahallesi Sarı Çiçek Çk. Sokağı  No:7 Maltepe / İSTANBUL,CHARGE TEKNOLOJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Electrise,40.9275810165299,29.15513348862,Asia
ŞRJ/5400,SİNPAŞ KÖYCEĞİZ,Abdurrahmangazi Mahallesi Kasaba Sokağı  No:1 Sancaktepe / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,40.9978188565893,29.2267604087264,Asia
ŞRJ/2439,VZX NİSH ADALAR 46.BLOK,Zümrütevler Mahallesi Mevlana Halid Caddesi  No:13 Maltepe / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9440626684665,29.1596401024211,Asia
ŞRJ/2491,VZX / BALCOON LOUNGE,Kısıklı Mahallesi Çamlıca Tepesi Sokağı  No:2  Büyük Çamlıca Yolu Üsküdar / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,41.0276691102085,29.0696433350286,Asia
ŞRJ/3012,VZX / NİSH ADALAR SEYİR TERASI,Zümrütevler Mahallesi Mevlana Halid Caddesi  Nish Adalar Sitesi Panorama Seyir Terası Maltepe / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.94483944783,29.1627438570802,Asia
ŞRJ/3173,VZX / VERSUS DRGAOS A BLOK,Kordonboyu Mahallesi Tekel Caddesi Yemeni Sokağı  No:2 Kartal / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9006896318556,29.1653175165992,Asia
ŞRJ/3174,VZX / ADATEPE SİTESİ A13 BLOK,Zümrütevler Mahallesi Handegül Sokağı  No:102 Maltepe / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9434492574417,29.1474106912766,Asia
ŞRJ/3506,VZX / ADATEPE SİTESİ A2 BLOK,Zümrütevler Mahallesi Handegül Sokağı  No:2 Maltepe / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9425900262105,29.1476857535807,Asia
ŞRJ/227,MERENSE ENERJİ TOPÇULAR TP,Topçular Mahallesi Rami Kışla Caddesi  No:66 Eyüpsultan / İSTANBUL,EVS ELEKTRİKLİ ŞARJ SİSTEMLERİ SAN.VE TİC.A.Ş.,SHARZ.NET,41.0415905702759,28.9202470441174,Europe
ŞRJ/1136,AVANGART İSTANBUL SARIYER,Ayazağa Mahallesi Cendere Caddesi  No:112a Sarıyer / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.109206555708,28.9917815399038,Europe
ŞRJ/15615,Regnum Astrum Towers Açık Otopark 2,Akevler Mahallesi 1076 Sokağı  No:8/E Esenyurt / İSTANBUL,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,wat mobilite,41.0143678133136,28.6768675209282,Europe
ŞRJ/15616,Regnum Astrum Towers Açık Otopark 3,Akevler Mahallesi 1076 Sokağı  No:8/B Esenyurt / İSTANBUL,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,wat mobilite,41.0143678133136,28.6768675209282,Europe
ŞRJ/8139,5.LEVENT KONUT SİTESİ (AC),5.levent Mahallesi 15 Temmuz Şehitler Caddesi Eyüpsultan / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0919691214672,28.9342589248055,Europe
ŞRJ/15653,Acıbadem Hastanesi - Maslak,Darüşşafaka Mahallesi Büyükdere Caddesi  No:198 Sarıyer / İSTANBUL,SHELL & TURCAS PETROL ANONİM ŞİRKETİ,SHELL,41.1272956084139,29.0243803360959,Asia
ŞRJ/11219,Avek Tekstilkent - Audi,Oruçreis Mahallesi Giyimkent Caddesi  No:2 Esenler / İSTANBUL,DOĞUŞ ŞARJ SİSTEMLERİ PAZARLAMA VE TİCARET ANONİM ŞİRKETİ,D-Charge,41.0708097652835,28.8673742712647,Europe
ŞRJ/12876,Asmalı Bahçe Konakları,Kayabaşı Mahallesi 22. Bölge Kınalı Ada Sokağı Başakşehir / İSTANBUL,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,solarşarj,41.1186986095165,28.7668996965931,Europe
ŞRJ/3947,The House Rezidans Bomonti,İncirli Dede Cd. Caddesi  No:1 Şişli / İSTANBUL,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,solarşarj,41.0556601221119,28.9784839806826,Europe
ŞRJ/4219,Marmara Otomotiv,Yakuplu Mahallesi Sanayi Caddesi  No:1/B  Haramidere Sanayi Sitesi Beylikdüzü / İSTANBUL,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,solarşarj,41.0029549801662,28.6841585455238,Europe
ŞRJ/4532,Ak Rulman İstanbul,Karaağaç Mahallesi  No:26 Esenyurt / İSTANBUL,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,solarşarj,41.0616204727225,28.6628384085934,Europe
ŞRJ/5639,GSM CHARGE CANKURTARAN SOSYAL TESİS FATİH BELEDİYESİ,Cankurtaran Mahallesi Mahallesi Ahırkapı Caddesi Caddesi Ahırkapı İskele Sok Sokağı  No:No:1 Fatih / İSTANBUL,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GSM CHARGE,41.0038972462087,28.9820227750704,Europe
ŞRJ/5641,GSM CHARGE SUSER (YENİKAPI HİZMET BİNASI) FATİH BELEDİYESİ,Saraç İshak Mah. Mahallesi Uysal Sk. Sokağı  No:No:1  Fatih Belediyesi Ek Hizmet Binası Yenikapı İski Arkası Fatih / İSTANBUL,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GSM CHARGE,41.0133445671629,28.9660638384093,Europe
ŞRJ/5642,GSM CHARGE TOPKAPI SOSYAL TESİS FATİH BELEDİYESİ,Topkapı Mahallesi Mahallesi Paşa Odaları Sokak Sokağı  No:No:1  Topkapı Sosyal Tesisleri Fatih / İSTANBUL,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GSM CHARGE,41.019741691772,28.9255614039214,Europe
ŞRJ/5798,GSM CHARGE YEDİKULE YÜZME HAVUZU FATİH BELEDİYESİ,Yedikule Mah. Mahallesi Hacı Evhaddin Çeşmesi Sk. Sokağı  No:/0 Fatih / İSTANBUL,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GSM CHARGE,40.9965258325883,28.9233616625999,Europe
ŞRJ/5637,GSM CHARGE ÇATLADIKAPI FATİH BELEDİYESİ,Kenedy Caddesi Caddesi  No:Çatladıkapı Evlendirme Dairesi Fatih / İSTANBUL,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GSM CHARGE,41.0196422320209,28.9395901463392,Europe
ŞRJ/3507,VZX / ADATEPE SİTESİ A6 BLOK,Zümrütevler Mahallesi Handegül Sokağı  No:6 Maltepe / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9464955171928,29.1517125562664,Asia
ŞRJ/3508,VZX / ADATEPE SİTESİ A8 BLOK,Zümrütevler Mahallesi Handegül Sokağı  No:8 Maltepe / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9432932557707,29.1475189540132,Asia
ŞRJ/3510,VZX / ADATEPE SİTESİ A10 BLOK,Zümrütevler Mahallesi Handegül Sokağı  No:10 Maltepe / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9434492574417,29.1474106912766,Asia
ŞRJ/3514,VZX / MADALYALI RESTAURANT,Ferhatpaşa Mahallesi Ferhatpaşa Yolu Sokağı  No:133 Ataşehir / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,40.9876198699262,29.1750694539869,Asia
ŞRJ/3550,VZX / HAKMAR SANCAKTEPE,Kemal Türkler Mahallesi Osmangazi Caddesi  No:11 Sancaktepe / İSTANBUL,VİZYONEKS BİLGİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,VİZYONEKS,41.0075568957271,29.2153821200966,Asia
ŞRJ/5478,EVSolt - Orhanlı Konutları Sitesi,Fatih Mahallesi Ömerkent Caddesi  No:22 Tuzla / İSTANBUL,STL SOLAR ENERJİ ANONİM ŞİRKETİ,EVSolt,40.9310743884517,29.3513419273466,Asia
ŞRJ/1834,Nevçarşı AVM,Mimar Sinan Mahallesi Çavuşdere Caddesi  No:41/A Üsküdar / İSTANBUL,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,oncharge,41.020442880813,29.0217646139807,Asia
ŞRJ/2043,KMO İstanbul Park Güney OHT,Akfırat Mahallesi 1. Caddesi Tuzla / İSTANBUL,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,oncharge,40.9277815195674,29.4162334751813,Asia
ŞRJ/2044,KMO İstanbul Park Kuzey OHT,Akfırat Mahallesi 1. Caddesi Tuzla / İSTANBUL,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,oncharge,40.9277815195674,29.4162334751813,Asia
ŞRJ/6049,İstanbul Park Kuzey OHT 2,Akfırat Mahallesi 1. Cad. Caddesi Tuzla / İSTANBUL,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,oncharge,40.9277815195674,29.4162334751813,Asia
ŞRJ/5790,OKAN ÜNİVERSİTESİ HASTANESİ,İçmeler Mahallesi Aydemir Sokağı  No:2 Tuzla / İSTANBUL,TUNÇMATİK ŞARJ TEKNOLOJİLERİ ANONİM ŞİRKETİ,tunçmatik,40.849076535128,29.3034765561892,Asia
ŞRJ/1580,Aydınlı Radisson Blu Hotel Ve Spa,Aydınlı Mahallesi Hasan Tokatlı Sokağı  No:13  Çamlıbelde Sitesi Tuzla / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.8750986284056,29.3156562447332,Asia
ŞRJ/2249,"Viaport Marina Tuzla 1, Viaport Marina Tuzla 2",Cami Mahallesi Balıkçılar Sokağı  No:20 Tuzla / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.8165966644796,29.3144832284386,Asia
ŞRJ/3017,METROPOL A BLOK AC-1 ve METROPOL A BLOK AC-2,Atatürk Mahallesi Ertuğrul Gazi Sokağı  No:74 Ataşehir / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.9935074088026,29.1205785492304,Asia
ŞRJ/3018,METROPOL B BLOK AC-1,Atatürk Mahallesi Ertuğrul Gazi Sokağı  No:74 Ataşehir / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.9935074088026,29.1205785492304,Asia
ŞRJ/11913,Nursan Mimarlık,Fatih Mahallesi Çavuşbaşı Cumhuriyet Caddesi 333 Sokağı Beykoz / İSTANBUL,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,oncharge,41.0893084391953,29.1222358811093,Asia
ŞRJ/11921,DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ,Orhantepe Mahallesi Tekel Sokağı  No:6 Kartal / İSTANBUL,NTECHNIC ELEKTRONİK SANAYİ TİCARET ANONİM ŞİRKETİ,Polestar,40.9084576331513,29.1590324275624,Asia
ŞRJ/11931,Fasuli Garden Çekmeköy,Merkez Mahallesi Çavuşbaşı Caddesi Nar Sokağı  No:Şarj 105a Çekmeköy / İSTANBUL,TUNÇMATİK ŞARJ TEKNOLOJİLERİ ANONİM ŞİRKETİ,tunçmatik,41.0367012242566,29.174137370008,Asia
ŞRJ/5638,GSM CHARGE TOPKAPI SOSYAL TESİS FATİH BELEDİYESİ,Topkapı Mahallesi Mahallesi Paşa Odaları Sokak Sokağı  No:No:1  Topkapı Sosyal Tesisleri Fatih / İSTANBUL,GS MAR ELEKTRİK VE ELEKTRONİK CİHAZLAR SANAYİ DIŞ TİCARET ANONİM ŞİRKETİ,GSM CHARGE,41.019741691772,28.9255614039214,Europe
ŞRJ/12009,Opet Market Ümraniye 1,Saray Mahallesi Alemdağ Sokağı  No:175 Ümraniye / İSTANBUL,OVOLT ŞARJ TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,ovolt,41.0255015058889,29.0933534193069,Asia
ŞRJ/6084,EVİNPARK TEPE,Altayçeşme Mahallesi Efe Boz Sokağı  No:17 Maltepe / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,40.9356776614395,29.1313260899957,Asia
ŞRJ/12025,Çekmeköy Quick,Merkez Mahallesi Keçiağılı Caddesi  No:12/1 Çekmeköy / İSTANBUL,QUICK ENERJİ ANONİM ŞİRKETİ,TELLİGRUP,41.0393212529667,29.1798507099345,Asia
ŞRJ/12028,Sancaktepe Quick,Emek Mahallesi Esenşehir Sokağı  No:3 / 0 Sancaktepe / İSTANBUL,QUICK ENERJİ ANONİM ŞİRKETİ,TELLİGRUP,40.9972756692087,29.1940079114702,Asia
ŞRJ/12029,Eko Parça Bostancı,İçerenköy Mahallesi Beyaz Fulya Sokağı  No:38 / Tic2 Ataşehir / İSTANBUL,QUICK ENERJİ ANONİM ŞİRKETİ,TELLİGRUP,40.9662807939007,29.1111879614213,Asia
ŞRJ/12030,Eko Yedek Parça,Akpınar Mahallesi Cevizli Sokağı  No:5 / 0 Sancaktepe / İSTANBUL,QUICK ENERJİ ANONİM ŞİRKETİ,TELLİGRUP,40.9734331752885,29.2373109836325,Asia
ŞRJ/12031,Ekosistem Fabrika,Emek Mahallesi Uzay Sokağı  No:1 / 0 Sancaktepe / İSTANBUL,QUICK ENERJİ ANONİM ŞİRKETİ,TELLİGRUP,41.0003897964147,29.199351764089,Asia
ŞRJ/11857,Piazza Konut,Cevizli Mahallesi Tugay Yolu Caddesi  No:69-B Maltepe / İSTANBUL,RÖNESANS ŞARJ İSTASYON ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,RÖNESANS CHARGER,40.9188429125086,29.1671995716556,Asia
ŞRJ/12035,HUKUKÇULAR TOWER,Cevizli Mahallesi Bucak Caddesi Seyitgazi Sokağı  No:66 Kartal / İSTANBUL,AYHAN TEKNOLOJİ VE OTOMASYON ÇÖZÜMLERİ ANONİM ŞİRKETİ,AOSTECHNOLOGY,40.9125106500296,29.1649296699788,Asia
ŞRJ/12038,ACARKENT AC PORTY,Acarlar Mahallesi 48 . Sokağı  No:4 / 1 Beykoz / İSTANBUL,PORTY SMART TECH TEKNOLOJİ ANONİM ŞİRKETİ,porty,41.1117418888805,29.1397323310851,Asia
ŞRJ/3006,Otojet-Arpak Akaryakıt,Cumhuriyet Mahallesi Kartal Caddesi  No:73 Kartal / İSTANBUL,OTOJET ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Otojet,40.9099870194061,29.215660167011,Asia
ŞRJ/12052,EVİNPARK ADA,Altayçeşme Mahallesi Efe Boz Sokağı  No:17 Maltepe / İSTANBUL,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA ŞARJ,40.9356776614395,29.1313260899957,Asia
ŞRJ/8081,ISTANBUL 02 ? MODOKO,Yukarı Dudullu Mahallesi 1. Caddesi  No:No:1 Ümraniye / İSTANBUL,SMART SOLARGİZE YEŞİL MOBİLİTE ENERJİ ANONİM ŞİRKETİ,SOLARGIZE,41.005719076578,29.1572270097949,Asia
ŞRJ/7344,Istanbul 01 - Yakacık Final Okulu,Yakacık Mahallesi Çarşı Caddesi Enis Akaygen Sokağı  No:15 Kartal / İSTANBUL,SMART SOLARGİZE YEŞİL MOBİLİTE ENERJİ ANONİM ŞİRKETİ,SOLARGIZE,40.9159153785038,29.2211877404381,Asia
ŞRJ/11386,ISTANBUL 05 - Energy Plaza,Rüzgarlıbahçe Mahallesi Feragat Sokağı  No:2 /6  Kavacık Beykoz / İSTANBUL,SMART SOLARGİZE YEŞİL MOBİLİTE ENERJİ ANONİM ŞİRKETİ,SOLARGIZE,41.0937233259875,29.0968766798088,Asia
ŞRJ/12095,BY CONCEPT SİTESİ,Hasanpaşa Mahallesi Hasanpaşa Sokağı  No:20/1B Sultanbeyli / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,40.9636144619415,29.2511256588579,Asia
ŞRJ/12096,KİA GÜL-AL,Ekşioğlu Mahallesi Şehitler Sokağı  No:32 Çekmeköy / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.0276598093793,29.2377904971627,Asia
ŞRJ/12139,DUMANKAYA TREND SİTESİ,Yenişehir Mahallesi Dedepaşa Caddesi  No:2 Pendik / İSTANBUL,İSTASYON ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,ESTASYON,40.9414953473178,29.3032505871919,Asia
ŞRJ/12146,Avrupa Plaza Şarj,Sahrayıcedıt Mahallesi Ferıtbey Sokağı  No:1 -3 /30 Kadıköy / İSTANBUL,AVEL ENERJİ ÜRETİM ANONİM ŞİRKETİ,GLADSOME,40.9784228168132,29.0807762396798,Asia
ŞRJ/12150,TUNCER APARTMANI,Girne Mahallesi Narlıdere Caddesi Papatyalık Sokağı  No:2 Maltepe / İSTANBUL,AVEL ENERJİ ÜRETİM ANONİM ŞİRKETİ,GLADSOME,40.9433668250697,29.1385729118753,Asia
ŞRJ/12151,UPSTONE4,Site Mahallesi Gürler Sokağı  No:21 Ümraniye / İSTANBUL,AVEL ENERJİ ÜRETİM ANONİM ŞİRKETİ,GLADSOME,41.0119312136911,29.1186330182747,Asia
ŞRJ/12153,WORLD ATLANTİS AVM,Yenişehir Mahallesi  No:6 Pendik / İSTANBUL,AVEL ENERJİ ÜRETİM ANONİM ŞİRKETİ,GLADSOME,40.9303775335759,29.3135653570898,Asia
ŞRJ/12152,RUNGE CAFE AC-1,Kanlıca Mahallesi Halide Edip Adıvar Sokağı  No:42/A Beykoz / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,41.1034801511314,29.0678874537114,Asia
ŞRJ/12154,ALYA LIFE AC 1-7,Fikirtepe Mahallesi Barış Sokağı  No:1 Kadıköy / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.9963977693401,29.0548475077424,Asia
ŞRJ/12269,TULİP ROSE ÇAVUŞOĞLU SİTESİ,Zümrütevler Mahallesi Mercan Sokağı  No:5-13 Maltepe / İSTANBUL,ŞARJON YENİLENEBİLİR ENERJİ VE ELEKTRİKLİ ARAÇ ŞARJ SİSTEMLERİ TİCARET ANONİM ŞİRKETİ,ŞARJON,40.9384503178995,29.1438474906512,Asia
ŞRJ/12343,ECZACIBAŞI TÜKETİM ÜRÜNLERİ,Rüzgarlıbahçe Mahallesi Kavak Sokağı  No:20 Beykoz / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.090156542146,29.0971680218355,Asia
ŞRJ/12344,ECZACIBAŞI TÜKETİM ÜRÜNLERİ - 2,Rüzgarlıbahçe Mahallesi Kavak Sokağı  No:20 Beykoz / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,41.090156542146,29.0971680218355,Asia
ŞRJ/7316,TOGER - VEMA TUZLA,İçmeler Mahallesi Çağdaş Sokağı  No:2a Tuzla / İSTANBUL,MİONTİ ENERJİ VE TEKNOLOJİ ANONİM ŞİRKETİ,TOGER,40.848872214798,29.3000045785578,Asia
ŞRJ/5362,Mimaroğlu Lastik,Şerifali Mahallesi Hendem Sokağı  No:61A  Bucak Merkez Ümraniye / İSTANBUL,ZEY ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,GREEN SCIENCE,40.9958088790135,29.1545899716585,Asia
ŞRJ/5363,Mints Otel,Ağva Merkez Mahallesi Yakuplu Sokağı  No:154 / 1  Bucak Merkez Şile / İSTANBUL,ZEY ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,GREEN SCIENCE,41.1328836103376,29.8408739398691,Asia
ŞRJ/12440,"THY Teknoloji Yerleşkesi, Üsküdar",Küçük Çamlıca Mahallesi Üçpınarlar Caddesi  No:76 Üsküdar / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.0073717796219,29.0665206058335,Asia
ŞRJ/12449,"Carrefoursa, Millenium, Kurtköy",Tepeören Mahallesi Fırat Caddesi  No:7 Tuzla / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.9282706826079,29.368321575701,Asia
ŞRJ/12458,"Carrefoursa, Yakacık, Kartal",Gümüşpınar Mahallesi Nisa Sokağı  No:2 Kartal / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,40.9206566515617,29.2139771174917,Asia
ŞRJ/12460,"Uçar Royal, Şile",Meşrutiyet Mahallesi Baloğlu Sokağı  No:28/D Şile / İSTANBUL,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,eşarj,41.1661109621244,29.5685378202996,Asia
ŞRJ/7927,Tablo Adalar Şarj İstasyonu,Zümrütevler Mahallesi Emek Sokağı  No:77-83B Maltepe / İSTANBUL,ENERJİTURK ENERJİ YATIRIM ANONİM ŞİRKETİ,TÜRKŞARJ,40.9401040728076,29.1570266421931,Asia
ŞRJ/12526,Kartal Kuriş Şarj İstasyonu,Cevizli Mahallesi  No:2 Kartal / İSTANBUL,FCTR ELEKTRİKLİ ARAÇLAR ENERJİ TEKNOLOJİLERİ VE HİZMETLERİ A.Ş,ECOCONNECT,40.9125106500296,29.1649296699788,Asia
ŞRJ/12528,E-Bebek Bostancı Şarj İstasyonu,İçerenköy Mahallesi Değirmen Yolu Caddesi  No:37 Ataşehir / İSTANBUL,FCTR ELEKTRİKLİ ARAÇLAR ENERJİ TEKNOLOJİLERİ VE HİZMETLERİ A.Ş,ECOCONNECT,40.9633446039234,29.1079419705468,Asia
ŞRJ/12533,AURA RESIDENCE A BLOK AC-1,Soğanlık Yeni Mahallesi Pegagaz Sokağı  No:4/A Kartal / İSTANBUL,BEEFULL ENERJİ TEKNOLOJİLERİ ANONİM ŞİRKETİ,beefull,40.9122785569578,29.1968659460425,Asia
ŞRJ/12538,Kartal Kuriş Şarj İstasyonu,Cevizli Mahallesi  No:2 Kartal / İSTANBUL,ENERJİTURK ENERJİ YATIRIM ANONİM ŞİRKETİ,TÜRKŞARJ,40.9125106500296,29.1649296699788,Asia
ŞRJ/12546,EKŞİOĞLU TRİA DRAGOS SİTESİ,Orhantepe Mahallesi Sadık Sokağı  No:6/A Kartal / İSTANBUL,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN,40.9019355993933,29.1604405827432,Asia
ŞRJ/729,Atlaspark AVM,Abdurrahmangazi Mahallesi  No:67 Sultanbeyli / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,40.9670345738202,29.2534102096247,Asia
ŞRJ/7837,Hisar Hospital,Saray Mahallesi Site Yolu Caddesi  No:7 Ümraniye / İSTANBUL,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,zes,41.0113680868777,29.1203176967455,Asia
ŞRJ/13039,İMES PETROL SANCAKTEPE 1,Meclis Mah. Mahallesi Manyas Sok. Sokağı  No:46 Sancaktepe / İSTANBUL,OVOLT ŞARJ TEKNOLOJİLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,ovolt,41.0079410939233,29.1930774085063,Asia
ŞRJ/8442,Otojet - Varyap Meridian,Barbaros Mahallesi Mor Sümbül Caddesi  No:1 Ataşehir / İSTANBUL,OTOJET ENERJİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Otojet,40.998686151401,29.0953723118931,Asia
ŞRJ/6677,Zeplin Ağaoğlu Eltes Güneşi 2,Esenşehir Mahallesi Baraj Yolu Caddesi  No:17  Kemerdere Ümraniye / İSTANBUL,ZEPLİN TURİZM ARAÇ KİRALAMA MOBİLİTE VE ENERJİ YATIRIMLARI ANONİM ŞİRKETİ,ZEPLİN CAR rental,41.007709696113,29.1776106700857,Asia
